가수명,노래제목,발매일,가사,좋아요수
#안녕,너의 번호를 누르고 (Prod. 영화처럼),2019-11-30,우연히 너를 만나서 너의 옆자리에 앉아 그렇게 우린 친해졌어 짧은 시간에 그렇게 가까워질 수 있다는게 그게 참 신기했어 소소한 일상부터 어린 시절 얘기 까지도 그리 똑같진 않아도 말이 참 잘 통해서 더 짧았던 거야 너의 번호를 누르고 설레임을 가득 채우다 너의 번호를 지우며 좋았던 시간을 덜어내 그때 난 왜 몰랐을까 이뤄질 수 없는 짧은 시간속의 우린 여기 까지인 가봐 어쩌다 먼 훗날에 그때 우리 약속 기억 날까 아쉬움만 가득했던 그때 난 왜 그랬을까 너의 번호를 누르고 설레임을 가득 채우다 너의 번호를 지우며 좋았던 시간을 덜어내 그때 난 왜 몰랐을까 이뤄질 수 없는 짧은 시간속의 우린 여기까지인 가봐 아무일 없이 살다보면 모두 잊혀질거라 또 맘을 속이고 달래도 자꾸만 그 때 니가 생각나 또 너를 부르게 돼 너의 번호를 누르고 설레임을 가득 채우다 너의 번호를 지우며 좋았던 시간을 덜어내 그때 난 왜 몰랐을까 이뤄질 수 없는 짧은 시간속의 스쳐가버린 그 때 그 시절 속의 우린 여기까지인 가봐 ,109930
윤토벤,서툰 이별을 하려해 (Feat.전상근),2019-08-01,우리 이제 헤어지기로해 너도 알잖아 우린 충분했다는걸 이별이 무서워 자꾸 피해보지만 이젠 정말 끝인걸 우리 사랑이 우리 추억이 이젠 끝나가지만 함께한 기억은 내가 다 가져갈게 끝이란걸 알지만 끝이라고 안할게 내눈에 비친 네 모습이 날 나쁘게 만들어 나 이제 너와 서툰이별을 하려해 많이 아프겠지만 이제 정말 헤어지려해 가끔 혼자 견디기 힘들어 나도 몰래 널 부르게되면 그냥 지나쳐줘 서툰이별이라서 그래 혹시 그때의 서로를 조금더 이해했더라면 우린 조금은 달라졌을까 이제와서 이러는 내가 너무 이기적인가봐 내눈에 비친 네 모습이 날 나쁘게 만들어 나 이제 너와 서툰이별을 하려해 많이 아프겠지만 이제 정말 헤어지려해 가끔 혼자 견디기 힘들어 나도 몰래 널 부르게되면 그냥 지나쳐줘 서툰이별이라서 그래 우리의 최선은 여기까지인거같아 수고많았어 이젠 널 보낼게 같은 추억속에 우리를 이젠 보내줘야해 애써 그냥 웃으며 아무렇지 않게 널 보낼게 우리 이제 정말 이별을 하려해 많이 아프겠지만 많이 힘들겠지만 혹시 우리가 다시 만나게 되는 날이 다가오면 그땐 꼭 안아줘 많이 보고싶었다고 말해줘 ,81225
노형돈,동암역 2번출구 (Feat. 최은설),2018-08-09,이별을 준비하는 사람의 눈을 본 적 있나요 아마 당신도 그 눈을 쳐다보진 못했겠죠 애꿎은 하늘만 바라보고 내 손을 자꾸 만지작거리는 게 아쉬운 건지 아니면 마지막이라 그대도 슬픈 건지 이유를 알아도 안되겠죠 이미 돌아선 그대 맘이기에 이 손을 붙잡진 못하겠죠 이 손을 놓아주면 끝이 날 텐데 그래도 그댈 볼 수는 없고 이렇게 시간이 흐르고 아프고 널 보면 또 눈물이 흐를 텐데 그러면 그대 미안할까 봐 이렇게 그대의 그림자 바라보다 이제 이 손을 좀 놓아줄래 사람들이 자꾸만 쳐다보잖아 힘들겠지만 날 좀 보내줄래 우린 아니란 걸 너도 알고 있잖아 마지막까지 난 나만 생각해 지금까지 많은 걸 맞춰줬으니 이번에도 내게 맞춰주길 바래 감정이란 게 참 무섭더라 끝까지 갈 수 있을 거라 생각했지 너의 아픔 내가 안아주고 싶었는데 생각보다 나는 어리더라 미안하다 더 이상 할 말 없다 우리 이만 돌아서자 사실은 이미 나는 보고 있었죠 돌아선 그대의 마음을 그 맘을 돌리기엔 늦고 말았죠 이 손을 놓아주면 끝이 날 텐데 그래도 그댈 볼 수는 없고 이렇게 시간이 흐르고 아프고 널 보면 또 눈물이 흐를 텐데 그러면 그대 미안할까 봐 이렇게 그대의 그림자 바라보다 내 앞에 더 이상 너는 없는데 나 이제 울어도 되죠 조금만 여기에 멈춰서 이렇게 이별을 준비했었나 봐요 나도 너 없는 거릴 걷고 있네요 이제는 나 혼자 여전히 이렇게 ,650
진민호,반만,2019-11-30,다 알고 있어 네가 만났던 사람 난 한 번도 이길 수 없었어 성격도 안 맞고 싸운 기억뿐이라며 욕하면서 왜 못 잊는 거야 그 사람이 다 아물 만큼 이젠 내가 두 배로 잘 할 테니까 그만 아파도 돼 괜찮아 반만 난 더도 말고 반만 딱 그 사람의 반만 사랑해주면 돼 미안하지 않아도 돼 아직 네 눈에 보이는 그 사람을 다 모른 척해 줄 테니까 넌 그냥 내게 와주면 돼 가끔 내 앞에서 받지 않는 전화쯤은 얼마든지 참아줄 수 있어 그 사람이 가끔 보여도 내 옆에만 있어주면 괜찮아 이젠 행복해도 돼 괜찮아 반만 난 더도 말고 반만 딱 그 사람의 반만 사랑해주면 돼 미안하지 않아도 돼 아직 네 눈에 보이는 그 사람을 다 모른 척해 줄 테니까 하루만 한 시간만 아니 일 분만 나로 가득 채울 순 없는 걸까 이제 넌 나만 사랑하면 돼 나만 제발 울지 마 다 알아 네 잘못이 아니야 몇 년이 가도 괜찮아 너의 눈에 나만 보일 그날까지 얼마든 기다릴 테니까 가끔 그 사람 생각해도 돼 ,71301
임단우,나의 위로,2021-01-25,나의 위로가 돼준 그대 모습이 내겐 안아주듯이 따듯했었는데 유난히 외로울 때면 그대 생각이 나서 기대고 싶은 사랑이었는데 나의 바람이 지나면 그대를 어쩌면 다시 볼 수 있을까 스쳐 지나가는 바람처럼 돌이킬 수 없다면 그대를 난 떠나야만 하죠 이젠 바라지도 않을 거야 그리움을 안고서 그댈 추억할 수 있게 서툴렀던 사랑도 남겨진 기억들도 떠올려보면 따듯했었는데 그때보다 지금 난 더 좋은 사람인 걸까 생각해 보면 그대로인 듯해 우리 처음 만났던 날 수줍은 미소로 서로 행복했는데 스쳐 지나가는 바람처럼 돌이킬 수 없다면 그대를 난 떠나야만 하죠 이젠 바라지도 않을 거야 그리움을 안고서 그댈 추억할 수 있게 괜찮은 사람으로 남겨진 추억처럼 어쩌면 그대도 날 보고 있을까 시간이 멈춘 듯 지내보면 나를 찾아오네요 선명하게 기억할 수 있게 이젠 지나가는 계절처럼 그리움을 두고서 그댈 추억할 수 있게 우 보고 싶은 사람 그대네요 ,306
정승수,네가 없던 내 하루는 또 흐른다,2020-02-03,잘 지내고 있는지 가끔 네가 생각나 그렇게 벌써 일 년이 지나 함께 했던 그 장소 걷다 보면 추억에 젖어 잊혀지다 못한 그리움 짧았다면 짧은 만남인데 왜 그리운 건지 오늘도 애써 웃어보며 걷는다 네가 없던 내 하루는 또 흐른다 어차피 나만 달라져 있을걸 알고 있지만 네가 없던 내 하루는 또 흘러서 텅 빈 방에 앉아서는 수없이 불러보지만 네가 없어 반복되는 일상에 무뎌질 줄 알았어 어쩌다 이렇게 돼 버린 건지 웃고 울던 그 날도 마지막이 돼버린 날도 잊혀지다 못한 그리움 짧았다면 짧은 만남인데 왜 그리운 건지 오늘도 이렇게 걷는다 네가 없던 내 하루는 또 흐른다 어차피 나만 달라져 있을걸 알고 있지만 네가 없던 내 하루는 또 흘러서 텅 빈 방에 앉아서는 수없이 불러보지만 네가 없어 혹시 하는 맘에 널 불러보지만 대답 없는 너야 네가 없던 내 하루는 또 흐른다 그렇게 우린 서로 다른 길로 들어선 거야 괜찮은 척 견뎌보다 너를 떠올릴 때면 소리 없이 흘러가는 안녕 잡을 수 없는 너의 공기 네가 없어 ,1675
부활,Never Ending Story,2002-09-01,손 닿을 수 없는 저기 어딘가 오늘도 난 숨쉬고 있지만 너와 머물던 작은 의자 위에 같은 모습의 바람이 지나네... 너는 떠나며 마치 날 떠나가듯이 멀리 손을 흔들며 언젠가 추억에 남겨져 갈 꺼라고 그리워하면 언젠가 만나게 되는 어느 영화와 같은 일들이 이뤄져 가기를... 힘겨워 한 날의 너를 지킬 수 없었던 아름다운 시절속에 머문 그대 이기에 너는 떠나며 마치 날 떠나가듯이 멀리 손을 흔들며 언젠가 추억에 남겨져 갈 꺼라고 그리워하면 언젠가 만나게 되는 어느 영화와 같은 일들이 이뤄져 가기를... 힘겨워 한 날의 너를 지킬 수 없었던 아름다운 시절속에 머문 그대여 그리워하면 언젠가 만나게 되는 어느 영화와 같은 일들이 이뤄져 가기를... 힘겨워 한 날의 너를 지킬수 없었던 아름다운 시절속에 머문 그대여 그리워하면 언젠가 만나게 되는 어느 영화와 같은 일들이 이뤄져 가기를... 힘겨워 한 날의 너를 지킬 수 없었던 아름다운 시절속에 머문 그대이기에... ,70543
자신,보내야 할 때 보내지 못했어,2020-10-21,아직 너의 번호를 외우듯이 시간이 흘러도 여전한 추억 지우지 못한 한 사진 속 웃고 있는 우리가 예쁘다 처음 꽃을 선물하던 그날과 우리 처음 손 꼭 잡던 그날이 그렇게 아름답던 오래된 이야기가 이젠 너무 아픈 기억들로 남아 시간이 많이 흘러 누가 우릴 물을 때 아무렇지 않은 듯 웃는 날들도 올까 시간이 많이 지나 그런 날이 온다면 그땐 보내는 법을 배워볼게 우리 걷던 집 앞의 골목길 너 떠난 지 사계절이 지나 이젠 너 없이 혼자인 게 더 익숙한 난데 오늘따라 너무 보고 싶은 밤이야 시간이 많이 흘러 누가 우릴 물을 때 아무렇지 않은 듯 웃는 날들도 올까 시간이 많이 지나 그런 날이 온다면 그땐 보내는 법을 배워볼게 달이 지면 해가 뜨듯이 계절이 바뀌면 꽃이 피고 지듯이 언젠가 네 꿈을 꾸지 않게 될까 보고 싶어 하지 않는 날도 올까 만약은 없다지만 만약에 말이야 우리 서로 조금 더 솔직했더라면 쓰다듬으며 잠들고 웃으며 깨워주던 그런 하루가 여전했을까 사실은 돌아가고 싶어서 ,616
이우,이별행동,2019-10-06,자꾸만 연락을 피하고 바쁘다며 약속을 미루고 점점 변해가는 네 모습 무심한 말투 조금씩 넌 반대로 가고 있어 다급했던 이별의 순간들 아직도 난 거짓말 같아서 아름답게 웃던 네 모습 볼 수 없다고 생각하면 미칠 듯 아픈데 자꾸만 생각이나 너무나도 사랑했었고 그런 내겐 전부였는데 이젠 너와 난 반대로 살고 있나 봐 사랑해 너밖에 없단 말 그 말 너무나도 그리워서 너를 보낼 수가 없나 봐 너를 저 멀리 보이는 네 모습 웃고 있는 넌 잘 지냈나 봐 찾아가지 말걸 그랬어 믿고 싶었는데 영화 같은 일 내겐 없나 봐 나를 다 잊은 거니 너무나도 사랑했었고 그런 내겐 전부였는데 이젠 너와 난 반대로 살고 있나 봐 사랑해 너밖에 없단 말 그 말 너무나도 그리워서 너를 보낼 수가 없나 봐 행복해 보여 나 없이도 잘 지내는데 어떻게 난 널 잊고 살 수 있을까 웃으며 내 품에 안긴 너 너의 모습이 죽을 만큼 그리워서 보낼 수가 없잖아 너를 ,58638
김창연,모든 오늘이 너였으면 해,2022-04-30,우리 처음 만났던 그날 지금과 같았어 우리 모든 시작과 끝은 정해졌으니까 이 미친 상황을 이해해보려 했는데 해봤는데 결국 대답은 왜 안돼 매일 너만 바라보던 나니까 안돼 온통 너 밖에 몰랐던 나니까 안돼 너로 마냥 가득 찼던 나의 하루가 내일로 넘어가지를 않아 나를 위로하며 지냈던 지난 시간들은 니가 없는 오늘은 내겐 늘 처음이니까 널 알기 전과 알고 난 후는 절대로 예전과는 같을 수가 없어 안돼 매일 너만 바라보던 나니까 안돼 온통 너 밖에 몰랐던 나니까 안돼 너로 마냥 가득 찼던 나의 하루가 내일로 넘어가지를 않아 끝까지 처음과 똑같은 온도로 사랑했던 유일한 사람 이젠 나도 니 미래에 빠져선 안되는 꿈이 되고 싶었는데 안녕 나의 모든 추억이 돼 준 니가 안녕 끝내 추억이 되어 날 떠나가 안녕 못내 추억에 난 또 살아가겠지만 모든 오늘이 너였으면 해 ,1230
노형돈,떨어질 때까지,2019-02-18,참 힘들었었고 참 달콤했었다 너와 함께 함께였던 그날들 참 소중했었다 사랑 그 한마디로 행복했었다 이제 그 한마디로 눈물이 된다 내 눈물 마지막 한 방울이 되어 떨어질 때까지 떨어질 때까지 기억할게 영원한 사랑을 믿었었다 아니 그러길 바랐다 사랑 그 말로 부족할 만큼 사랑했으니까 사랑 그 한마디로 행복했었다 이제 그 한마디로 눈물이 된다 내 눈물 마지막 한 방울이 되어 떨어질 때까지 떨어질 때까지 다시 널 만나지 못해도 잊을 수 없어 떠난 너를 그리며 영원히 잊지 않을게 사랑 그 한마디로 행복했었다 이제 그 한마디로 눈물이 된다 내 눈물 마지막 한 방울이 되어 떨어질 때까지 떨어질 때까지 기억할게 ,123
Chocolat.D (쇼콜라디),그날에 우리,2016-02-05,그날에 우리 예감했었지 끊어질 것 같은 우리의 사랑 차마 말하지 못했지 마지막 그 말 우리 그만 헤어져 말하지 못할 뿐 사실 우린 이미 알고 있잖아 이제는 끝이란 걸 알아 그 좋았던 우리의 추억도 여기에서 끝낼까 그날에 우리 이별을 했고 무뎌진 맘이 슬픔을 감추려 했지 우리의 사랑 서로를 달래며 뒤돌아 걷지 아무 일 없듯 우리 그날에 우리 말하지 못할 뿐 사실 우린 이미 알고 있잖아 이제는 끝이란 걸 알아 그 좋았던 우리의 추억도 여기에서 끝낼까 그날에 우리 이별을 했고 무뎌진 맘이 슬픔을 감추려 했지 우리의 사랑 서로를 달래며 뒤돌아 걷지 아무 일 없듯 우리 그날에 우리 이별을 했고 무뎌진 맘이 슬픔을 감추려 했지 우리의 사랑 서로를 달래며 뒤돌아 걷지 아무 일 없듯 우리 그날에 우리 ,61
한솔,그리워서,2020-01-13,차갑게 널 돌아선 날 모든 게 나아질 거라 생각했어 바보처럼 말야 잠깐이라 생각했어 이별 앞엔 누구나 힘드니까 나도 그런 거라 하루 이틀 밤이 지나 또 밤을 새워 잊으려 해도 그리움이 날 괴롭히잖아 그리워서 네가 미치게 그리워서 지금 너에게 가고 있어 지나왔던 이별은 뒤로한 채 미련 없이 너를 보냈던 나였는데 이제 와서 그때의 우리로 돌아갈 수 있을까 음 우연히 널 마주 본 날 이별을 잊어버린 건지 평소처럼 웃고 있었던 나 기억이 널 지운 건지 변한 게 하나 없이 습관처럼 나도 모르게 해 하루 이틀 지내보면 또 생각이 나 울곤 해 너도 혹시 나보다 그리워하는지 그리워서 네가 미치게 그리워서 지금 너에게 가고 있어 지나왔던 이별은 뒤로한 채 미련 없이 너를 보냈던 나였는데 이제 와서 그때의 우리로 돌아갈 수 있을까 음 사소했던 너의 조각들이 하나씩 채우고 채워지면 널 잊을 수가 없잖아 그리워서 모두 제자릴 찾고 있어 근데 나에겐 네가 없어 숨겨왔던 감정을 위로한 채 돌아서면 정말 끝인 걸 알고 있어 쉽게 생각했었나 봐 이제 와서 후회하면 늦은 걸 알고 있어 그때의 우리로 돌아갈 수 있을까 음 ,1877
권진아,끝,2016-09-19,한참을 아무 말도 없었다 어색한 공기만 우릴 감싸고 있다 너는 고개를 돌린 채로 한숨만 내쉰다 내가 처음 보는 표정을 하고 서있다 차라리 화를 내지 싫어졌다고 말을 하지 마지막 순간까지 좋은 사람으로 기억되고 싶었니 내가 갈게 애써 미안한 표정 하지마 싫어진 거잖아 그래 널 떠나 줄게 비겁해지는 널 보는 게 아파 내가 갈게 널 보내줄게 조금씩 넌 변했다 매일 오던 연락 난 기다린다 서운해 하는 날 보는 게 슬프다 넌 여기까진가 봐 끝이었나 봐 난 시작이었는데 Oh 그냥 헤어지자고 내게 말을 하지 마지막 순간까지 좋은 사람으로 기억되고 싶었니 내가 갈게 애써 날 위하는 척 하지마 넌 준비했잖아 그래 널 떠나줄게 내가 몰랐던 널 보는 게 아파 내가 갈게 널 보내줄게 니가 없는 하루가 사실 난 잘 그려지질 않아 그렇게 말했었잖아 내가 너의 행복이랬잖아 나 없인 살 수 없을 거라고 말했었잖아 내가 갈게 애써 미안한 표정 하지마 싫어진 거잖아 이제 널 떠나줄게 비겁해지는 널 보는 게 아파 내가 갈게 널 보내줄게 ,140297
정승수,되돌릴 수 없는 이별을 해,2021-01-10,혼자 집에 걸어가는 길이 어색해 우리 예전처럼 함께 걷던 그 날이 무색해질 만큼 변한 걸까 그게 어제처럼 선명한데 어느새 우린 멀어져 가는 걸까 혼잣말로 버릇처럼 건넨 인사에 아무 대답 없는 거릴 걷다 불어온 차가운 공기에 수없이 흔들리던 맘 이젠 견딜 수가 없을 만큼 아파서 되돌릴 수 없는 이별을 해 이젠 끝난 거잖아 서로 다른 길을 걷잖아 그게 이별이잖아 아무것도 아닌 게 될까 봐 너를 놓아주려 해 근데 그게 맘처럼 쉽게 되지가 않아서 어디서부터 놓아줘야 우리 아름다운 이별을 준비할 수 있을까 하루 종일 이별 앞에 서서 생각해 아직 모든 게 난 두려운데 이런 게 마지막인가 봐 그때는 당연했던 게 나 이젠 혼자 견뎌야 한다는 게 더 아프잖아 되돌릴 수 없는 이별을 해 이젠 끝난 거잖아 다시 오지 않을 너라는 걸 잘 알고 있잖아 이렇게 우리 헤어지면 다시 아름다운 인연을 준비할 수 있을까 끝난 걸 알면서도 나는 널 보고 싶어서 더 미칠 것 같아 혹시라도 우리 마주치면 그냥 모른척해 줘 그래야 내가 널 잊고 살 수 있을 것 같아서 이렇게 우리 헤어져야 다시 아름다운 인연을 준비할 수 있겠지 우리 이제는 되돌릴 수 없잖아 ,878
HYNN (박혜원),시든 꽃에 물을 주듯,2019-03-31,아무말도 아무것도 여전히 넌 여기 없고 널 원하고 널 원해도 난 외롭고 꽃이 피고 진 그 자리 끝을 몰랐었던 맘이 깨질 것만 같던 그때 우리 음 시든 꽃에 물을 주듯 싫은 표정조차 없는 결국엔 부서진 여기 우리 음 다 잊었니 말없이 다 잊었니 사랑한단 말로 날 가둬둔 채로 넌 잊었니 난 잊지 못하나봐 바보처럼 기다려 난 오늘도 어쩌다 이렇게 됐지 너무 예뻤잖아 둘이 매일 설레였지 그때 우린 음 시든 꽃에 물을 주듯 싫은 표정조차 없는 결국엔 부서진 여기 우리 다 잊었니 말없이 다 잊었니 사랑한단 말로 날 가둬둔 채로 넌 잊었니 난 잊지 못하나봐 바보처럼 기다린 바보처럼 빈 자릴 붙잡는 나 차라리 다 끝났다고 말해줘 이기적인 그 침묵에 또 나만 바보처럼 미련한 내가 미워 아무말도 아무것도 여전히 넌 여기 없고 널 원하고 널 원해도 난 지쳐가 ,204701
빅마마,체념,2003-02-06,행복했어 너와의 시간들 아마도 너는 힘들었겠지 너의 마음을 몰랐던 건 아니야 나도 느꼈었지만 널 보내는게 널 떠나보내는게 아직은 익숙하지가 않아 그렇게 밖에 할 수 없던 니가 원망스러워 왜 말 안했니 아님 못한거니 조금도 날 생각하지 않았니 좋아한다며 사랑한다며 이렇게 끝낼거면서 왜 그런말을 했니 널 미워해야만 하는 거니 아니면 내 탓을 해야만 하는 거니 시간을 돌릴수만 있다면 다시 예전으로 돌아가고 싶은 마음뿐이야 왜 말 안했니 아님 못한거니 조금도 날 생각하지 않았니 좋아한다며 사랑한다며 이렇게 끝낼거면서 왜 그런말을 했니 널 미워해야만 하는 거니 아니면 내 탓을 해야만 하는 거니 시간을 돌릴수만 있다면 다시 예전으로 돌아가고 싶은 마음뿐이야 그래 더 이상 묻지 않을게 내곁을 떠나고 싶다면 돌아보지 말고 떠나가 눈물은 흘리지 않을게 괜히 마음만 약해지니깐 내게서 멀어진 니 모습이 흐릿하게 보여 눈물이 나나봐 널 많이 그리워할것 같아 참아야만 하겠지 잊혀질 수 있도록 다시 사랑같은거 하지 않을래 내 마지막 사랑은 돌아선 너에게 주고 싶어서 행복하길 바래 나보다 좋은 여자 만나기를 ,77363
노형돈,끝날,2015-05-07,함께한 시간들 그 기억들 이젠 추억이 될 노을진 거리의 바람처럼 잠시 스쳐갔던 이젠 괜찮아요 정말 후회하지 않아요 추억이 될테니까 날 떠날 날 그댄 날 꼭 붙잡아줘요 이별은 날 힘든 날 다 잡은 그 맘 약해지지 않게 이젠 괜찮아요 정말 후회하지 않아요 추억이 될테니까 날 떠날 날 그댄 날 꼭 붙잡아줘요 이별은 날 힘든 날 다 잡은 그 맘 약해지지 않게 날 떠날 날 그댄 날 꼭 붙잡아줘요 이별은 날 힘든 날 다 잡은 그 맘 약해지지 않게 ,71
펀치 (Punch),헤어지는 중,2018-09-12,나를 사랑하나요 같은 곳을 보나요 이미 알고 있어요 아닌 걸 알죠 배우지 않았어도 이별은 알 수 있죠 사랑은 늘 더딘데 이별은 서둘러 오네요 너와 사랑했던 이 거리가 나를 눈물짓게 만들어 더 사랑한 사람이 원래 더 아파 노래처럼 다신 누구도 사랑하지마 결국 나만큼 아플테니 그땐 내가 없어 이젠 끝이야 안녕 찬 바람이 불어와 코 끝이 붉어지면 슬픈 노래를 불러 내가 젤 잘하는 거니까 내게 혼자 하는 사랑이란 나를 더 아프게 만들죠 이젠 내게 솔직해져야 해 끝내 난 너에게 슬픈 안녕을 말해야겠어 너를 그 자리에 두고서 나의 사랑 안녕 이젠 그대여 안녕 다시 돌아오지는마 같은 상처를 받기 너무 두려우니까 널 여전히 사랑해 가끔 널 생각해 생각해 우연히 만나면 그냥 모른 척 지나가줄래 나도 널 지운 척 할테니 이미 끝난 사랑 다시 안할래 안녕 ,125919
전상근,안녕 우린 헤어져야만 해,2021-12-26,왜 이렇게 우린 지쳤을까 왜 이렇게 다 변했을까 그래 네가 맞아 노력해도 안돼 이제는 나도 정말 모르겠어 알잖아 우린 돌아갈 수 없단 걸 반복됐던 이별 상처만 남은 우리 헤어져도 그런 표정은 하지 마 내가 더 슬퍼지니까 힘들어도 널 지우고 지우고 지울게 안돼 아파도 여기까지야 각자의 자리에서 전부다 잊고 행복하자 이젠 놓아주자 네가 내 전부였던 건 맞아 하지만 미련 갖지 말자 할 만큼 했으니까 헤어져도 그런 표정은 하지 마 내가 더 슬퍼지니까 힘들어도 널 지우고 지우고 지울게 안돼 아파도 여기까지야 각자의 자리에서 전부다 잊고 행복하자 이젠 놓아주자 서로 실망하고 서로 미워했던 날들 우리 조금만 이해했었다면 이제 그만 잡은 손을 놓아줄게 힘들겠지만 태연하게 널 지우고 지우고 지울게 사실 발이 떨어지지 않아 많이 걱정되니까 그립겠지만 안녕 우린 헤어져야만 해 ,25167
지훈,향수,2022-05-23,내 창가에 작은 유리병은 말할 수 없는 이야길 품었고 그 향기는 다시 그대를 이 곳에 불러오네요 서로 약속했던 꿈이 있잖아 함께 걸어준다 말했었잖아 작은 이야긴 나를 그 시절로 데려가 그대를 다시 그려보곤 하지 그대여 밤이 깊어갈 때면 그댈 그리는 일 힘에 부쳐도 달빛이 담긴 우리의 유리병에 그리움을 한 움큼 묻어두겠소 꿈을 향해 걷던 그 길에 앉아 홀로 걸어왔던 길을 돌아봐 작은 이야긴 나를 그 시절로 데려가 그대를 다시 그려보곤 하지 그대여 밤이 깊어갈 때면 그댈 그리는 일 힘에 부쳐도 달빛이 담긴 우리의 유리병에 그리움을 한 움큼 묻어두겠소 나 이제 시간 속에 무뎌져 그댈 그리는 법 잊는다 해도 꽃잎이 가득한 우리의 그 약속을 언제까지라도 기억하겠소 ,58
비비 (BIBI),우리가 헤어져야 했던 이유,2021-12-13,Maybe If I Woke up in the morning Hearing your voice Maybe If I was with you 어쩌면 우리 어려웠던 날들 함께 보냈었다면 혹시 우린 어땠을까 The distance between you and me It never seems to disappear 얼어붙은 나의 말들과 너 만약에 우리 우연히 다시 또 만난다면 만약에 내가 널 위해 조금 달라진다면 우리가 헤어져야만 했던 이유도 I would try try try 안아줄 수 있을까 조금은 다른 기억의 조각들 하지만 꼭 닮은 그리움의 마음들은 Only if you If you come The distance between you and me It never seems to disappear 멈춰버린 우리 추억과 너 만약에 우리 우연히 다시 또 만난다면 만약에 내가 널 위해 조금 달라진다면 우리가 헤어져야만 했던 이유도 I would try try try 안아줄 수 있을까 눈을 뜨면 혹시 니가 서 있을까 어느 날 상상도 했어 한 번도 내게 해주지 않았던 말 그저 너니까 좋은 거라고 oh Tell me whenever I’ll be wherever you are Only if you come ,61380
